12,1.5251064,-4.510676,8.549694
21,1.5131354,-4.5082817,8.549694
30,1.5275006,-4.5034933,8.525752
38,1.532289,-4.4795513,8.578424
48,1.5275006,-4.450821,8.674192
58,1.5155296,-4.43885,8.738836
69,1.4867992,-4.4340615,8.774749
77,1.4580688,-4.4364557,8.784326
88,1.4269443,-4.4460325,8.762778
98,1.4030021,-4.4603977,8.707711
109,1.3934253,-4.4795513,8.626308
118,1.3910311,-4.4963107,8.537724
131,1.4030021,-4.5058875,8.4587145
138,1.4269443,-4.5058875,8.406042
149,1.448492,-4.4963107,8.384495
158,1.6591818,-2.8491,11.348516
169,1.316811,-3.1028855,12.437878
178,1.376666,-3.8738184,10.608707
190,1.2593501,-4.4580035,8.446744
198,1.3383588,-4.5178585,7.9391727
208,1.3694834,-4.297592,8.573636
218,1.3694834,-4.249708,8.9519205
230,1.3599066,-4.297592,8.655039
238,1.3503298,-4.381389,8.372523
250,1.4077905,-4.405331,8.7053175
258,1.3239936,-4.3742065,8.6813755
269,1.3790601,-4.477157,8.542512
279,1.4053963,-4.3837833,8.552089
289,1.3838485,-4.369418,8.588001
299,1.4149733,-4.357447,8.516175
311,1.3910311,-4.4220905,8.513782
319,1.42455,-4.429273,8.544906
331,1.4389153,-4.522647,8.528147
338,1.3934253,-4.4843397,8.51857
348,1.3718776,-4.5561657,8.5473
358,1.3599066,-4.584896,8.4826565
369,1.4317327,-4.6255975,8.535329
379,1.4748282,-4.644751,8.494628
390,1.4317327,-4.76925,8.485051
399,1.4149733,-4.841076,8.520964
410,1.3718776,-4.867412,8.511387
420,1.3311762,-4.9464207,8.53054
432,1.2425907,-4.9919105,8.537724
440,1.2737153,-4.8626237,8.511387
450,1.2785037,-4.984728,8.544906
459,1.2378023,-5.0493712,8.552089
469,1.2306197,-5.0038815,8.535329
479,1.2497733,-4.9895163,8.50181
490,1.3239936,-5.068525,8.540117
499,1.3072342,-4.987122,8.532935
509,1.2976574,-5.0541596,8.537724
519,1.3239936,-4.903325,8.525752
529,1.3239936,-4.912902,8.611943
538,1.3215994,-4.9799395,8.779537
550,1.1420342,-5.085284,8.985439
558,1.0893618,-5.3318872,9.033323
568,0.9983821,-5.2361193,8.836999
582,1.1085154,-5.0637364,8.734048
594,1.2545617,-4.656722,8.597578
599,1.388637,-4.268862,8.497022
612,1.340753,-4.0821137,8.303091
622,1.3383588,-4.10845,8.276755
631,1.2330139,-4.259285,8.396465
640,1.2378023,-4.596867,8.604761
650,1.13964,-5.0014873,8.724471
661,1.1587936,-5.243302,8.652645
673,1.1611878,-5.221754,8.669404
681,1.2593501,-4.9655743,8.528147
690,1.3718776,-4.5633483,8.303091
701,1.3790601,-4.1802764,8.202535
712,1.4628572,-4.048595,8.171411
722,1.4508862,-4.0462008,8.212111
734,1.4269443,-3.809175,8.23366
740,1.4676456,-3.560178,8.346188
752,1.3694834,-3.145981,8.508993
763,1.4269443,-2.9855695,8.647857
771,1.3838485,-2.6479871,8.7771435
782,1.3910311,-2.4061728,8.8777
793,1.4508862,-2.0470424,9.009381
802,1.4460979,-1.8698715,9.016563
812,1.5107412,-1.520318,9.093178
821,1.4652514,-1.1013328,9.279925
833,1.376666,-0.7182605,9.452309
840,1.3311762,-0.45010993,9.660604
852,1.340753,-0.35434186,9.895236
862,1.4173675,-0.48123455,9.921572
873,1.6352397,-0.40462008,10.101137
882,1.6950948,-0.60573304,10.180145
892,1.7980455,-0.58418524,10.103531
903,1.7310078,-0.50757074,10.156203
914,1.7142484,-0.5506664,10.0987425
922,1.6136919,-0.46926352,9.775525
933,1.532289,-0.5770026,9.727641
942,1.5658079,-0.79008657,9.662998
951,1.5586253,-0.8619126,9.583989
962,1.6160861,-1.1875241,9.593566
973,1.5801731,-1.484405,9.5385
983,1.484405,-1.8986019,9.5385
993,1.4915876,-2.1164744,9.452309
1003,1.3814543,-2.1523874,9.437943
1011,1.448492,-1.9991584,9.509769
1021,1.4077905,-2.030283,9.488221
1032,1.364695,-2.0015526,9.466674
1040,1.3024458,-2.0949266,9.579201
1050,1.3215994,-2.1452048,9.610326
1060,1.3742718,-2.207454,9.536105
1071,1.3694834,-2.3678656,9.576807
1081,1.472434,-2.2864625,9.5385
1092,1.4628572,-2.231396,9.536105
1101,1.5370775,-2.1739352,9.466674
1112,1.5370775,-2.1523874,9.409213
1122,1.5658079,-2.2337902,9.435549
1133,1.5897499,-2.1763294,9.40203
1141,1.5969325,-2.2026656,9.385271
1154,1.6280571,-2.1428106,9.385271
1164,1.5921441,-2.1739352,9.406818
1172,1.5945383,-2.2361844,9.445126
1181,1.5634137,-2.2266076,9.344569
1193,1.4580688,-2.2529438,9.32781
1203,1.4700398,-2.15957,9.330204
1213,1.496376,-2.0685902,9.31105
1222,1.400608,-1.9776106,9.344569
1234,1.328782,-1.9680338,9.437943
1243,1.3599066,-1.9249382,9.380483
1252,1.2785037,-2.0159178,9.478644
1262,1.3000516,-2.0159178,9.481039
1276,1.3575124,-2.0087352,9.512163
1285,1.2904748,-1.982399,9.576807
1291,1.3072342,-1.9416976,9.572019
1300,1.3359646,-1.9177556,9.56723
1315,1.3623008,-1.8890251,9.533711
1320,1.3479356,-1.9488802,9.631873
1332,1.2761095,-1.8938135,9.648633
1340,1.2689269,-1.8243817,9.65821
1351,1.2449849,-1.9776106,9.646238
1360,1.3024458,-1.8674773,9.548077
1372,1.292869,-1.7908629,9.533711
1382,1.3072342,-1.7621324,9.435549
1393,1.2880806,-1.8674773,9.55047
1402,1.340753,-1.958457,9.583989
1412,1.2976574,-2.0350714,9.569624
1423,1.2976574,-1.9871874,9.564836
1435,1.3096284,-2.0015526,9.497798
1442,1.2497733,-2.0135236,9.502586
1455,1.271321,-1.9536686,9.454702
1464,1.2976574,-1.9752164,9.490616
1474,1.3311762,-1.9536686,9.428367
1483,1.2785037,-1.9369092,9.459491
1493,1.3359646,-2.006341,9.457097
1503,1.2808979,-2.087744,9.466674
1514,1.4173675,-2.0111294,9.423578
1526,1.4389153,-2.099715,9.469068
1534,1.4197617,-2.1092918,9.44752
1542,1.4197617,-2.0398598,9.411607
1554,1.388637,-1.946486,9.378088
1564,1.3910311,-1.9201498,9.356541
1575,1.4460979,-1.958457,9.363723
1582,1.3790601,-1.982399,9.3182335
1591,1.3958195,-1.9297266,9.3733
1601,1.3120226,-1.982399,9.41879
